,order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,store_missing_flag,cost_price,profit
102,O00099,2025-09-06,C0129,P0318,100.0,In-Store,1,80.1,0.05,76.09,0,64.3,11.790000000000006
103,O00100,2025-02-14,C0350,P0879,101.0,In-Store,3,168.21,0.0,504.63,0,148.84,58.110000000000014
104,O00101,2025-12-17,C0296,P0577,102.0,In-Store,2,309.01,0.2,494.42,0,154.53,185.36
105,O00102,2025-09-21,C0156,P1047,103.0,Online,2,126.31,0.1,227.36,0,79.41,68.54000000000002
106,O00103,2025-01-13,C0269,P0506,104.0,In-Store,2,76.44,0.05,145.24,0,44.45,56.34
107,O00104,2025-12-04,C0596,P0211,105.0,In-Store,2,143.29,0.05,272.25,0,123.62,25.00999999999999
108,O00105,2024-07-25,C0605,P0304,106.0,Online,1,138.55,0.05,131.62,0,77.54,54.08
109,O00106,2025-08-19,C0280,P0393,107.0,In-Store,3,301.95,0.0,905.85,0,152.45,448.50000000000006
110,O00107,2025-12-19,C0093,P0104,108.0,In-Store,3,237.61,0.1,641.55,0,131.78,246.20999999999992
111,O00108,2024-07-16,C0236,P0454,109.0,In-Store,1,57.81,0.0,57.81,0,39.64,18.17
112,O00109,2024-05-01,C0659,P0105,110.0,In-Store,1,49.07,0.1,44.16,0,43.88,0.27999999999999403
113,O00110,2024-10-16,C0359,P0856,111.0,Online,1,72.18,0.0,72.18,0,53.24,18.940000000000005
114,O00111,2025-06-23,C0000,P0106,112.0,In-Store,2,117.1,0.05,222.49,0,97.34,27.810000000000002
115,O00112,2025-09-12,C0286,P0206,113.0,In-Store,2,44.72,0.2,71.55,0,38.98,-6.409999999999997
116,O00113,2025-05-11,C0311,P0228,114.0,Online,1,59.1,0.0,59.1,0,35.69,23.410000000000004
117,O00114,2025-03-26,C0788,P0266,115.0,In-Store,3,273.92,0.1,739.58,0,151.72,284.4200000000001
118,O00115,2025-02-03,C0603,P1083,116.0,In-Store,1,186.78,0.1,168.1,0,140.65,27.44999999999999
119,O00116,2025-09-07,C0393,P0178,117.0,In-Store,2,129.07,0.0,258.14,0,94.08,69.97999999999999
120,O00117,2025-09-09,C0670,P0390,118.0,Online,1,178.02,0.2,142.42,0,92.46,49.959999999999994
121,O00118,2025-06-14,C0076,P1119,119.0,In-Store,1,64.93,0.2,51.94,0,51.65,0.28999999999999915
122,O00119,2025-08-13,C0206,P1092,120.0,In-Store,1,48.28,0.05,45.87,0,34.56,11.309999999999995
123,O00120,2024-12-29,C0563,P0517,121.0,In-Store,2,203.43,0.1,366.17,0,172.69,20.79000000000002
124,O00121,2025-03-01,C0459,P0240,122.0,In-Store,1,85.49,0.2,68.39,0,52.45,15.939999999999998
125,O00122,2024-07-03,C0515,P0044,123.0,Online,1,22.6,0.1,20.34,0,14.78,5.5600000000000005
126,O00123,2025-06-24,C0132,P0593,124.0,Online,2,71.58,0.0,143.16,0,37.74,67.67999999999999
127,O00124,2024-11-16,C0710,P0389,125.0,In-Store,1,277.24,0.2,221.79,0,154.95,66.84
128,O00125,2025-05-25,C0525,P0153,126.0,Online,1,56.67,0.2,45.34,0,28.68,16.660000000000004
129,O00126,2025-04-19,C0399,P0820,127.0,In-Store,30,310.73,0.05,8855.8,0,193.38,3054.3999999999996
130,O00127,2024-08-13,C0585,P0446,128.0,In-Store,3,89.71,0.2,215.3,0,61.91,29.57000000000002
131,O00128,2024-08-16,C0737,P1075,129.0,Online,1,285.01,0.05,270.76,0,191.46,79.29999999999998
132,O00129,2025-02-24,C0274,P1130,130.0,Online,2,208.54,0.05,396.23,0,178.82,38.59000000000003
133,O00130,2024-05-03,C0243,P0597,131.0,Online,1,105.66,0.05,100.38,0,73.49,26.89
134,O00131,2025-05-15,C0284,P0272,132.0,Online,2,43.92,0.0,87.84,0,22.88,42.080000000000005
135,O00132,2025-01-28,C0254,P0430,133.0,In-Store,2,126.13,0.1,227.03,0,78.96,69.11000000000001
136,O00133,2024-04-14,C0377,P0664,134.0,Online,1,191.74,0.1,172.57,0,109.09,63.47999999999999
137,O00134,2025-01-16,C0418,P0603,135.0,In-Store,1,31.8,0.0,31.8,0,24.75,7.050000000000001
138,O00135,2024-05-07,C0224,P0572,136.0,Online,1,271.22,0.0,271.22,0,177.14,94.08000000000004
139,O00136,2025-04-28,C0796,P1194,137.0,Online,1,50.75,0.2,40.6,0,33.5,7.100000000000001
140,O00137,2025-01-10,C0263,P1128,138.0,Online,1,153.7,0.2,122.96,0,86.72,36.239999999999995
141,O00138,2025-12-25,C0275,P0417,139.0,In-Store,1,56.54,0.2,45.23,0,43.26,1.9699999999999989
142,O00139,2025-01-17,C0237,P0888,140.0,In-Store,1,99.91,0.2,79.93,0,50.37,29.56000000000001
143,O00140,2024-10-05,C0185,P0940,141.0,Online,2,21.41,0.05,40.68,0,16.72,7.240000000000002
144,O00141,2025-07-10,C0502,P0369,142.0,In-Store,3,314.41,0.1,848.91,0,197.87,255.29999999999995
145,O00142,2024-06-01,C0181,P0807,143.0,In-Store,1,135.25,0.0,135.25,0,80.88,54.370000000000005
146,O00143,2024-04-23,C0436,P0502,144.0,In-Store,2,256.28,0.2,410.05,0,165.85,78.35000000000002
147,O00144,2024-05-03,C0539,P0281,145.0,In-Store,2,197.67,0.0,395.34,0,145.12,105.09999999999997
148,O00145,2025-03-22,C0386,P0786,146.0,Online,2,21.67,0.0,43.34,0,13.41,16.520000000000003
149,O00146,2025-10-21,C0659,P0089,147.0,Online,2,229.1,0.0,458.2,0,150.01,158.18
150,O00147,2024-12-24,C0642,P0027,148.0,In-Store,2,236.79,0.0,473.58,0,189.64,94.30000000000001
151,O00148,2025-05-22,C0346,P0174,149.0,Online,2,178.88,0.2,286.21,0,123.85,38.50999999999999
152,O00149,2024-06-14,C0454,P0334,150.0,In-Store,1,135.83,0.05,129.04,0,118.75,10.289999999999992
153,O00150,2024-06-30,C0556,P0547,151.0,In-Store,2,235.33,0.0,470.66,0,147.83,175.0
154,O00151,2025-01-27,C0105,P1115,152.0,Online,2,265.8,0.2,425.28,0,159.26,106.75999999999999
155,O00152,2025-02-18,C0229,P0049,153.0,Online,1,186.29,0.2,149.03,0,135.98,13.050000000000011
156,O00153,2025-04-28,C0671,P0587,154.0,Online,2,78.06,0.2,124.9,0,63.84,-2.780000000000001
157,O00154,2025-06-27,C0732,P0230,155.0,In-Store,2,73.43,0.05,139.52,0,47.04,45.44000000000001
158,O00155,2024-09-26,C0288,P0731,156.0,Online,1,138.18,0.1,124.36,0,113.54,10.819999999999993
159,O00156,2025-01-29,C0086,P0088,157.0,In-Store,3,361.93,0.2,868.63,0,190.26,297.85
160,O00157,2024-06-09,C0614,P0371,158.0,In-Store,4,229.56,0.1,826.42,0,131.42,300.74
161,O00158,2025-09-03,C0293,P0713,159.0,In-Store,1,175.75,0.2,140.6,0,139.9,0.6999999999999886
162,O00159,2024-07-20,C0271,P0156,160.0,In-Store,1,140.3,0.05,133.28,0,104.23,29.049999999999997
163,O00160,2024-09-30,C0150,P0655,161.0,Online,2,25.85,0.2,41.36,0,15.47,10.419999999999998
164,O00161,2024-04-16,C0526,P0979,162.0,In-Store,2,117.11,0.2,187.38,0,65.36,56.66
165,O00162,2025-12-12,C0285,P0296,163.0,Online,1,34.89,0.05,33.15,0,25.01,8.139999999999997
166,O00163,2025-08-26,C0394,P0722,164.0,In-Store,3,17.67,0.2,42.41,0,15.35,-3.6400000000000006
167,O00164,2025-01-22,C0423,P0682,165.0,Online,1,197.42,0.05,187.55,0,130.65,56.900000000000006
168,O00165,2025-03-27,C0562,P1018,166.0,In-Store,2,167.01,0.05,317.32,0,129.58,58.15999999999997
169,O00166,2024-07-14,C0594,P0863,167.0,In-Store,1,109.7,0.05,104.22,0,72.06,32.16
170,O00167,2025-07-15,C0240,P0740,168.0,Online,3,149.47,0.0,448.41,0,110.35,117.36000000000007
171,O00167,2025-07-15,C0240,P0740,168.0,Online,3,149.47,0.0,448.41,0,110.35,117.36000000000007
172,O00168,2024-09-29,C0485,P0273,169.0,In-Store,3,125.14,0.1,337.88,0,85.9,80.17999999999995
173,O00169,2025-01-02,C0797,P0285,170.0,Online,1,86.63,0.05,82.3,0,74.63,7.670000000000002
174,O00170,2025-07-18,C0564,P0862,171.0,Online,1,105.88,0.05,100.59,0,85.38,15.210000000000008
175,O00171,2025-04-09,C0141,P0240,172.0,In-Store,2,85.49,0.05,162.43,0,52.45,57.53
176,O00172,2024-07-05,C0026,P0869,173.0,In-Store,1,216.72,0.0,216.72,0,171.43,45.28999999999999
177,O00173,2025-01-08,C0075,P0976,174.0,In-Store,1,290.2,0.05,275.69,0,146.74,128.95
178,O00174,2025-08-04,C0374,P0289,175.0,Online,2,17.32,0.0,34.64,0,13.54,7.560000000000002
179,O00175,2025-12-12,C0426,P0306,176.0,In-Store,1,148.17,0.05,140.76,0,102.31,38.44999999999999
180,O00176,2025-10-19,C0715,P0613,177.0,In-Store,1,316.84,0.1,285.16,0,194.29,90.87000000000003
181,O00177,2025-09-22,C0660,P0027,178.0,Online,1,236.79,0.05,224.95,0,189.64,35.31
182,O00178,2025-03-21,C0657,P0065,179.0,In-Store,1,103.15,0.05,97.99,0,57.03,40.959999999999994
183,O00179,2024-11-11,C0433,P0930,180.0,In-Store,3,201.43,0.1,543.86,0,135.99,135.89
184,O00180,2025-08-15,C0513,P0626,181.0,In-Store,1,352.02,0.05,334.42,0,184.56,149.86
185,O00181,2024-05-09,C0094,P1068,182.0,In-Store,2,222.82,0.05,423.36,0,121.13,181.10000000000002
186,O00182,2025-04-07,C0410,P0114,183.0,Online,1,291.58,0.05,277.0,0,148.09,128.91
187,O00183,2025-03-24,C0572,P0158,184.0,In-Store,1,106.61,0.2,85.29,0,58.87,26.42000000000001
188,O00184,2025-09-02,C0657,P0829,185.0,In-Store,2,244.31,0.0,488.62,0,170.36,147.89999999999998
189,O00185,2025-04-15,C0662,P0868,186.0,Online,2,207.53,0.0,415.06,0,131.45,152.16000000000003
190,O00186,2024-06-15,C0371,P0687,187.0,Online,2,207.29,0.1,373.12,0,163.92,45.28000000000003
191,O00187,2025-12-12,C0109,P0133,188.0,Online,2,50.24,0.0,100.48,0,28.1,44.28
192,O00188,2024-08-18,C0316,P0384,189.0,In-Store,1,35.44,0.0,35.44,0,22.73,12.709999999999997
193,O00189,2025-11-15,C0087,P1167,190.0,In-Store,1,55.44,0.2,44.35,0,27.8,16.55
194,O00190,2024-10-09,C0322,P0190,191.0,In-Store,1,232.24,0.1,209.02,0,136.2,72.82000000000002
195,O00191,2025-02-09,C0407,P1024,192.0,Online,1,22.98,0.2,18.38,0,15.49,2.889999999999999
196,O00192,2025-09-16,C0132,P0199,193.0,In-Store,4,115.92,0.0,463.68,0,58.8,228.48000000000002
197,O00192,2025-09-16,C0132,P0199,193.0,In-Store,4,115.92,0.0,463.68,0,58.8,228.48000000000002
198,O00193,2024-10-08,C0793,P0307,194.0,Online,3,184.0,0.2,441.6,0,142.29,14.730000000000018
199,O00194,2025-04-27,C0038,P0594,195.0,Online,1,9.3,0.2,7.44,0,7.22,0.22000000000000064
200,O00195,2024-12-03,C0640,P0191,196.0,In-Store,1,208.21,0.05,197.8,0,136.59,61.21000000000001
201,O00196,2024-07-10,C0669,P0288,197.0,In-Store,2,281.92,0.1,507.46,0,144.63,218.2
202,O00197,2025-02-18,C0134,P0694,198.0,Online,2,156.82,0.2,250.91,0,89.41,72.09
203,O00198,2025-03-04,C0729,P0793,199.0,Online,2,273.34,0.0,546.68,0,166.17,214.33999999999997
204,O00199,2025-01-03,C0580,P1018,200.0,Online,1,167.01,0.0,167.01,0,129.58,37.42999999999998
205,O00200,2025-02-01,C0316,P1120,201.0,In-Store,1,146.64,0.0,146.64,0,124.35,22.289999999999992
206,O00201,2024-10-11,C0465,P0642,202.0,Online,2,258.83,0.1,465.89,0,171.06,123.76999999999998
207,O00202,2025-09-09,C0286,P1180,203.0,In-Store,2,89.37,0.0,178.74,0,47.06,84.62
208,O00203,2025-06-05,C0790,P0943,204.0,Online,1,181.12,0.2,144.9,0,104.17,40.730000000000004
209,O00204,2024-12-11,C0781,P0905,205.0,In-Store,1,138.07,0.0,138.07,0,108.67,29.39999999999999
210,O00205,2025-10-14,C0499,P0081,206.0,In-Store,1,102.43,0.2,81.94,0,60.34,21.599999999999994
211,O00206,2025-08-26,C0634,P0264,207.0,In-Store,2,69.39,0.1,124.9,0,40.26,44.38000000000001
212,O00207,2025-03-27,C0698,P0846,208.0,In-Store,4,257.54,0.0,1030.16,0,178.48,316.2400000000001
213,O00208,2025-12-09,C0659,P0116,209.0,In-Store,2,196.71,0.0,393.42,0,166.99,59.44
214,O00209,2025-08-06,C0107,P0595,210.0,In-Store,1,277.06,0.2,221.65,0,158.47,63.18000000000001
215,O00209,2025-08-06,C0107,P0595,210.0,In-Store,1,277.06,0.2,221.65,0,158.47,63.18000000000001
216,O00210,2025-10-29,C0228,P0795,211.0,In-Store,2,255.38,0.0,510.76,0,133.58,243.59999999999997
217,O00211,2024-10-07,C0479,P1095,212.0,In-Store,2,96.11,0.0,192.22,0,70.02,52.18000000000001
218,O00212,2024-08-05,C0749,P0221,213.0,In-Store,2,58.35,0.2,93.36,0,48.73,-4.099999999999994
219,O00213,2024-12-07,C0204,P0822,214.0,In-Store,2,79.83,0.1,143.69,0,55.27,33.14999999999999
220,O00214,2025-12-31,C0497,P0435,215.0,In-Store,4,254.88,0.0,1019.52,0,186.13,275.0
221,O00215,2024-11-30,C0039,P1116,216.0,Online,1,207.01,0.2,165.61,0,176.53,-10.919999999999987
222,O00216,2024-06-28,C0218,P0655,217.0,In-Store,2,25.85,0.2,41.36,0,15.47,10.419999999999998
223,O00217,2025-11-24,C0370,P0880,218.0,In-Store,1,166.53,0.0,166.53,0,97.2,69.33
224,O00218,2025-02-16,C0023,P0866,219.0,Online,2,64.96,0.05,123.42,0,36.84,49.739999999999995
225,O00219,2024-11-20,C0070,P0560,220.0,In-Store,1,59.02,0.2,47.22,0,33.92,13.299999999999997
226,O00220,2025-05-20,C0537,P0438,221.0,In-Store,1,270.3,0.05,256.79,0,193.94,62.85000000000002
227,O00221,2025-01-19,C0094,P0877,222.0,In-Store,1,238.06,0.1,214.25,0,179.66,34.59
228,O00222,2025-12-01,C0357,P0858,223.0,In-Store,2,309.56,0.05,588.16,0,195.12,197.91999999999996
229,O00223,2025-03-18,C0447,P0726,224.0,In-Store,2,268.98,0.2,430.37,0,185.66,59.05000000000001
230,O00224,2025-07-20,C0574,P1016,225.0,Online,1,321.0,0.05,304.95,0,186.81,118.13999999999999
231,O00224,2025-07-20,C0574,P1016,225.0,Online,1,321.0,0.05,304.95,0,186.81,118.13999999999999
232,O00225,2025-11-21,C0751,P0648,226.0,Online,2,240.95,0.2,385.52,0,137.75,110.01999999999998
233,O00226,2024-10-05,C0511,P0648,227.0,Online,1,240.95,0.2,192.76,0,137.75,55.00999999999999
234,O00227,2024-06-04,C0739,P0007,228.0,In-Store,1,276.22,0.05,262.41,0,166.73,95.68000000000004
235,O00228,2025-01-15,C0654,P1184,229.0,Online,1,32.67,0.05,31.04,0,22.25,8.79
236,O00229,2025-08-30,C0192,P0860,230.0,In-Store,1,179.4,0.05,170.43,0,107.07,63.360000000000014
237,O00230,2024-11-02,C0221,P0712,231.0,Online,4,124.0,0.05,471.2,0,108.42,37.51999999999998
238,O00231,2025-04-03,C0590,P0029,232.0,In-Store,2,37.24,0.0,74.48,0,28.6,17.28
239,O00232,2025-04-03,C0314,P1028,233.0,In-Store,1,233.27,0.2,186.62,0,189.75,-3.1299999999999955
240,O00233,2024-08-28,C0466,P0847,234.0,In-Store,1,292.23,0.2,233.78,0,174.31,59.47
241,O00234,2025-11-29,C0783,P0687,235.0,Online,3,207.29,0.05,590.78,0,163.92,99.01999999999998
242,O00235,2025-01-03,C0382,P0362,236.0,In-Store,4,149.41,0.2,478.11,0,85.59,135.75
243,O00236,2025-11-19,C0675,P0895,237.0,In-Store,1,205.55,0.0,205.55,0,156.32,49.23000000000002
